tem,glnonfil,temnorth,temsouth,,,
-0.052,-0.051,0.018,-0.122,,,
0.053,-0.053,-0.049,0.155,,,
-0.061,-0.068,-0.085,-0.036,,,
-0.105,-0.082,-0.127,-0.082,,,
-0.232,-0.151,-0.152,-0.313,,,
-0.14,-0.093,-0.139,-0.14,,,
-0.154,-0.214,-0.221,-0.087,,,
-0.264,-0.292,-0.35,-0.178,,,
-0.247,-0.286,-0.228,-0.265,,,
-0.17,-0.201,-0.033,-0.306,,,
-0.232,-0.284,-0.264,-0.2,,,
-0.337,-0.401,-0.448,-0.226,,,
-0.186,-0.162,-0.045,-0.327,,,
-0.359,-0.286,-0.309,-0.408,,,
-0.24,-0.221,-0.232,-0.248,,,
-0.173,-0.151,-0.27,-0.076,,,
-0.242,-0.178,-0.213,-0.272,,,
-0.151,-0.128,-0.094,-0.209,,,
-0.332,-0.297,-0.469,-0.195,,,
-0.139,-0.133,-0.334,0.055,,,
-0.029,-0.049,-0.311,0.252,,,
0.153,-0.024,-0.114,0.421,,,
0.104,0.117,-0.019,0.226,,,
0.075,0.149,0.049,0.1,,,
0.134,0.162,0.167,0.101,,,
0.228,0.127,0.204,0.251,,,
0.208,0.168,0.221,0.195,,,
0.143,0.098,0.064,0.221,,,
0.13,0.047,0.037,0.223,,,
-0.002,0.09,0.142,-0.146,,,
-0.016,0.069,-0.033,0,,,
0.121,0.193,0.232,0.01,,,
-0.04,-0.008,-0.004,-0.077,,,
0.037,0.073,0.12,-0.046,,,
0.074,0.022,0.077,0.071,,,
0.059,0.098,0.091,0.027,,,
0.053,-0.016,0.038,0.068,,,
0.012,-0.001,-0.094,0.117,,,
-0.055,-0.073,-0.172,0.062,,,
0.016,-0.01,-0.105,0.137,,,
-0.217,-0.12,-0.171,-0.263,,,
0.042,0.017,-0.014,0.098,,,
-0.06,-0.056,-0.046,-0.073,,,
0.092,0.106,0.151,0.033,,,
0.01,-0.028,-0.018,0.038,,,
0.052,0.038,-0.008,0.112,,,
-0.18,-0.078,-0.428,0.069,,,
0.067,0.077,-0.007,0.14,,,
0.077,0.013,-0.196,0.35,,,
-0.022,0.032,-0.035,-0.01,,,
0.05,0.108,0.035,0.065,,,
0.018,0.112,0.07,-0.034,,,
0.115,0.139,0.029,0.2,,,
0.173,0.143,0.16,0.186,,,
0.147,0.189,0.166,0.128,,,
0.208,0.189,0.142,0.273,,,
0.386,0.402,0.444,0.328,,,
0.253,0.2,0.192,0.314,,,
0.361,0.273,0.378,0.344,,,
0.217,0.129,-0.025,0.458,,,
0.234,0.203,0.124,0.344,,,
0.246,0.197,0.197,0.294,,,
0.132,0.135,0.156,0.108,,,
0.206,0.12,0.132,0.28,,,
0.164,0.099,0.115,0.214,,,
0.124,0.092,0.058,0.189,,,
0.097,0.068,0.151,0.043,,,
0.206,0.178,0.142,0.27,,,
0.114,0.133,0.051,0.176,,,
0.444,0.391,0.749,0.139,,,
0.337,0.267,0.558,0.115,,,
0.331,0.27,0.508,0.153,,,
0.199,0.209,0.336,0.062,,,
0.148,0.128,0.16,0.136,,,
0.245,0.179,0.261,0.228,,,
0.264,0.153,0.111,0.418,,,
0.312,0.183,0.172,0.452,,,
0.137,0.12,0.13,0.144,,,
0.055,0.073,0.217,-0.107,,,
0.166,0.136,0.326,0.005,,,
0.363,0.324,0.552,0.175,,,
-0.024,0.016,-0.147,0.099,,,
0.068,0.068,0.118,0.018,,,
-0.137,-0.077,-0.118,-0.156,,,
0.02,0.092,0.069,-0.028,,,
0.091,0.1,-0.001,0.182,,,
-0.001,0.02,-0.007,0.005,,,
0.076,0.041,0.019,0.132,,,
-0.046,0.048,-0.086,-0.005,,,
0.017,0.12,0.033,0,,,
0.041,0.059,-0.006,0.088,,,
0.029,0.048,-0.203,0.261,,,
0.277,0.292,0.209,0.346,,,
0.358,0.474,0.365,0.352,,,
0.336,0.377,0.24,0.433,,,
0.248,0.274,0.223,0.272,,,
0.175,0.176,-0.002,0.353,,,
0.222,0.188,-0.011,0.455,,,
0.167,0.18,0.102,0.231,,,
0.115,0.205,0.198,0.032,,,
0.284,0.249,0.261,0.307,,,
0.326,0.241,0.258,0.394,,,
0.113,0.151,0.094,0.133,,,
0.245,0.301,0.455,0.036,,,
0.096,0.135,0.123,0.069,,,
0.158,0.168,0.197,0.118,,,
0.02,0.063,-0.107,0.147,,,
0.144,0.099,0.073,0.215,,,
0.01,0.01,-0.094,0.114,,,
0.214,0.143,0.183,0.245,,,
-0.039,0.031,0.022,-0.099,,,
0.025,0.008,0.039,0.011,,,
0.089,0.087,0.021,0.157,,,
0.127,0.08,-0.016,0.271,,,
0.041,0.024,0.008,0.073,,,
-0.058,-0.062,-0.194,0.079,,,
-0.156,-0.227,-0.488,0.176,,,
0.116,0.062,0.056,0.175,,,
-0.104,-0.07,-0.323,0.115,,,
0.043,0.026,-0.15,0.236,,,
0.003,0.017,-0.158,0.163,,,
0.068,0.073,0.003,0.133,,,
0.121,-0.004,0.037,0.206,,,
-0.023,0,-0.149,0.103,,,
0.143,0.075,-0.029,0.315,,,
0.118,0.029,0.004,0.231,,,
0.039,0.055,-0.027,0.106,,,
0.018,-0.003,0.017,0.019,,,
0.055,0.068,0.094,0.017,,,
0.117,0.179,0.204,0.03,,,
0.309,0.166,0.292,0.326,,,
0.138,0.117,0.056,0.22,,,
0.135,0.135,0.116,0.154,,,
0.131,0.108,0.116,0.146,,,
0.04,0.11,0.078,0.002,,,
0.043,0.047,-0.039,0.125,,,
0.088,0.059,0.018,0.158,,,
0.024,0.071,-0.012,0.06,,,
0.051,0.117,0.001,0.101,,,
0.04,0.052,-0.057,0.137,,,
0.032,0.057,-0.03,0.094,,,
0.22,0.177,0.146,0.294,,,
0.316,0.366,0.369,0.263,,,
0.104,0.085,-0.087,0.295,,,
0.189,0.166,0.011,0.366,,,
0.169,0.202,0.19,0.149,,,
0.266,0.194,0.164,0.367,,,
0.348,0.329,0.262,0.434,,,
0.211,0.295,0.295,0.126,,,
0.266,0.332,0.33,0.202,,,
0.27,0.259,0.2,0.339,,,
0.186,0.245,0.028,0.345,,,
0.372,0.386,0.44,0.304,,,
0.459,0.46,0.485,0.433,,,
0.333,0.305,0.369,0.297,,,
0.385,0.337,0.342,0.428,,,
0.328,0.299,0.404,0.251,,,
0.319,0.274,0.338,0.301,,,
0.33,0.3,0.371,0.29,,,
0.256,0.235,0.377,0.134,,,
0.258,0.232,0.245,0.271,,,
0.258,0.258,0.252,0.264,,,
0.255,0.209,0.207,0.302,,,
0.029,0.104,0.037,0.02,,,
0.176,0.214,0.359,-0.007,,,
-0.026,0.078,-0.079,0.027,,,
0.237,0.219,0.375,0.1,,,
0.185,0.205,0.252,0.118,,,
0.15,0.16,0.26,0.039,,,
0.038,0.142,0.171,-0.095,,,
0.094,0.15,0.22,-0.033,,,
0.264,0.224,0.301,0.227,,,
0.252,0.244,0.256,0.248,,,
0.298,0.207,0.248,0.348,,,
0.26,0.223,0.246,0.274,,,
0.115,0.133,0.058,0.173,,,
0.284,0.274,0.3,0.268,,,
0.283,0.277,0.311,0.255,,,
0.279,0.364,0.33,0.228,,,
0.635,0.641,1.006,0.263,,,
0.494,0.441,0.672,0.316,,,
0.406,0.348,0.496,0.316,,,
0.315,0.334,0.472,0.159,,,
0.38,0.3,0.329,0.43,,,
0.281,0.305,0.393,0.169,,,
0.22,0.245,0.418,0.023,,,
0.386,0.4,0.45,0.323,,,
0.359,0.375,0.403,0.315,,,
0.289,0.309,0.288,0.29,,,
0.303,0.365,0.464,0.142,,,
0.407,0.374,0.505,0.309,,,
0.247,0.263,0.301,0.194,,,
0.436,0.445,0.537,0.335,,,
0.314,0.369,0.365,0.263,,,
0.433,0.374,0.454,0.413,,,
0.467,0.373,0.458,0.476,,,
0.362,0.318,0.351,0.373,,,
0.353,0.285,0.354,0.352,,,
0.251,0.253,0.32,0.182,,,
0.254,0.225,0.321,0.186,,,
0.238,0.183,0.192,0.284,,,
0.363,0.423,0.483,0.243,,,
0.348,0.378,0.409,0.288,,,
0.309,0.32,0.362,0.257,,,
0.162,0.191,0.071,0.253,,,
0.168,0.219,0.097,0.238,,,
0.156,0.181,0.028,0.285,,,
0.005,0.027,-0.046,0.056,,,
0.038,0.055,-0.059,0.135,,,
-0.09,-0.022,-0.164,-0.016,,,
-0.023,-0.011,-0.109,0.063,,,
-0.037,-0.035,-0.091,0.016,,,
0.099,0.135,0.181,0.017,,,
0.261,0.367,0.336,0.187,,,
0.283,0.325,0.497,0.07,,,
0.236,0.303,0.264,0.209,,,
0.195,0.199,0.223,0.167,,,
0.195,0.253,0.25,0.14,,,
0.164,0.254,0.255,0.074,,,
0.159,0.187,0.182,0.135,,,
0.084,0.156,0.061,0.107,,,
0.046,0.128,0.019,0.072,,,
0.151,0.165,0.174,0.127,,,
0.066,0.04,-0.136,0.267,,,
0.148,0.194,0.186,0.111,,,
0.2,0.256,0.272,0.129,,,
0.014,0.021,-0.029,0.057,,,
0.235,0.3,0.333,0.138,,,
0.256,0.274,0.406,0.105,,,
0.208,0.323,0.317,0.099,,,
0.314,0.304,0.371,0.258,,,
0.182,0.218,0.277,0.087,,,
0.173,0.248,0.344,0.003,,,
0.272,0.256,0.333,0.211,,,
0.347,0.365,0.54,0.154,,,
0.353,0.367,0.44,0.266,,,
0.247,0.302,0.277,0.218,,,
0.414,0.499,0.684,0.144,,,
0.64,0.683,1.06,0.22,,,
0.356,0.402,0.478,0.235,,,
0.427,0.363,0.721,0.133,,,
0.265,0.297,0.429,0.1,,,
0.378,0.389,0.565,0.192,,,
0.442,0.399,0.411,0.473,,,
0.392,0.428,0.564,0.219,,,
0.28,0.324,0.47,0.089,,,
0.379,0.397,0.589,0.17,,,
0.375,0.381,0.578,0.172,,,
0.174,0.199,0.274,0.074,,,
0.216,0.18,0.296,0.137,,,
0.462,0.395,0.583,0.341,,,
0.288,0.263,0.299,0.278,,,
0.252,0.188,0.211,0.292,,,
0.237,0.302,0.349,0.125,,,
0.217,0.24,0.26,0.173,,,
0.325,0.273,0.307,0.344,,,
0.351,0.254,0.198,0.505,,,
0.205,0.173,0.116,0.294,,,
0.128,0.182,0.104,0.151,,,
0.316,0.203,0.392,0.241,,,
0.323,0.284,0.388,0.259,,,
0.249,0.272,0.369,0.129,,,
0.304,0.374,0.5,0.109,,,
0.397,0.408,0.611,0.183,,,
0.378,0.332,0.536,0.219,,,
0.317,0.336,0.454,0.18,,,
0.492,0.478,0.563,0.421,,,
0.346,0.447,0.504,0.189,,,
0.406,0.494,0.514,0.298,,,
0.467,0.552,0.551,0.384,,,
0.572,0.615,0.714,0.43,,,
0.616,0.563,0.63,0.602,,,
0.524,0.567,0.471,0.576,,,
0.563,0.568,0.602,0.524,,,
0.797,0.84,0.938,0.656,,,
0.589,0.621,0.637,0.542,,,
0.651,0.731,0.908,0.394,,,
0.639,0.641,0.676,0.602,,,
0.668,0.651,0.754,0.582,,,
0.659,0.726,0.791,0.527,,,
0.645,0.658,0.796,0.495,,,
0.435,0.443,0.646,0.223,,,
0.411,0.448,0.565,0.257,,,
0.382,0.345,0.502,0.262,,,
0.488,0.518,0.755,0.22,,,
0.387,0.395,0.537,0.237,,,
0.604,0.641,0.96,0.248,,,
0.264,0.287,0.216,0.311,,,
0.269,0.38,0.513,0.026,,,
0.248,0.306,0.373,0.122,,,
0.325,0.321,0.334,0.315,,,
0.31,0.334,0.384,0.237,,,
0.303,0.279,0.37,0.235,,,
0.276,0.333,0.432,0.12,,,
0.307,0.296,0.446,0.168,,,
0.287,0.271,0.49,0.084,,,
0.314,0.411,0.66,-0.032,,,
0.181,0.261,0.335,0.028,,,
0.499,0.488,0.823,0.176,,,
0.445,0.43,0.73,0.16,,,
0.538,0.524,0.858,0.219,,,
0.306,0.307,0.527,0.085,,,
0.35,0.318,0.428,0.272,,,
0.326,0.302,0.442,0.21,,,
0.375,0.386,0.512,0.237,,,
0.311,0.347,0.402,0.22,,,
0.195,0.266,0.326,0.064,,,
0.245,0.2,0.218,0.272,,,
0.202,0.183,0.245,0.158,,,
0.364,0.399,0.524,0.204,,,
0.392,0.372,0.433,0.351,,,
0.52,0.552,0.674,0.367,,,
0.453,0.502,0.585,0.32,,,
0.489,0.46,0.616,0.362,,,
0.446,0.473,0.515,0.376,,,
0.509,0.5,0.61,0.409,,,
0.507,0.538,0.668,0.347,,,
0.493,0.466,0.576,0.409,,,
0.464,0.447,0.609,0.32,,,
0.692,0.636,0.983,0.401,,,
0.542,0.405,0.746,0.337,,,
0.647,0.693,0.861,0.434,,,
0.643,0.748,0.935,0.35,,,
0.799,0.746,0.993,0.606,,,
0.568,0.506,0.517,0.62,,,
0.503,0.477,0.477,0.529,,,
0.449,0.51,0.647,0.251,,,
0.569,0.54,0.643,0.496,,,
0.498,0.5,0.572,0.425,,,
0.502,0.467,0.628,0.375,,,
0.5,0.441,0.575,0.426,,,
0.494,0.494,0.723,0.266,,,
0.347,0.376,0.455,0.239,,,
0.654,0.643,0.881,0.427,,,
0.486,0.506,0.49,0.481,,,
0.484,0.488,0.57,0.398,,,
0.473,0.482,0.594,0.351,,,
0.522,0.523,0.71,0.335,,,
0.425,0.491,0.531,0.319,,,
0.484,0.526,0.66,0.307,,,
0.612,0.592,0.804,0.42,,,
0.575,0.586,0.789,0.36,,,
0.657,0.668,0.981,0.333,,,
0.499,0.503,0.69,0.308,,,
0.66,0.622,0.945,0.375,,,
0.509,0.547,0.665,0.352,,,
0.635,0.669,0.835,0.434,,,
0.528,0.588,0.736,0.321,,,
0.523,0.546,0.716,0.33,,,
0.351,0.361,0.49,0.212,,,
0.311,0.369,0.455,0.167,,,
0.237,0.405,0.49,-0.015,,,
0.458,0.455,0.577,0.34,,,
0.467,0.508,0.618,0.317,,,
0.523,0.529,0.672,0.373,,,
0.651,0.651,0.936,0.366,,,
0.415,0.4,0.413,0.417,,,
0.65,0.604,0.859,0.441,,,
0.534,0.435,0.672,0.395,,,
0.646,0.602,0.814,0.478,,,
0.632,0.644,0.891,0.372,,,
0.553,0.555,0.793,0.313,,,
0.569,0.591,0.781,0.357,,,
0.555,0.578,0.773,0.337,,,
0.581,0.572,0.719,0.443,,,
0.634,0.611,0.88,0.388,,,
0.684,0.655,0.933,0.436,,,
0.643,0.661,1.037,0.25,,,
0.601,0.498,0.824,0.378,,,
0.5,0.412,0.603,0.397,,,
0.646,0.608,0.897,0.394,,,
0.544,0.51,0.723,0.365,,,
0.486,0.45,0.615,0.358,,,
0.472,0.432,0.746,0.197,,,
0.572,0.568,0.778,0.366,,,
0.476,0.534,0.634,0.318,,,
0.633,0.574,0.74,0.527,,,
0.55,0.543,0.807,0.293,,,
0.614,0.599,0.954,0.274,,,
0.661,0.567,0.927,0.395,,,
0.717,0.722,1.114,0.321,,,
0.893,0.874,1.314,0.472,,,
0.64,0.609,0.893,0.387,,,
0.592,0.562,0.808,0.376,,,
0.726,0.637,1.101,0.351,,,
0.58,0.5,0.702,0.458,,,
0.501,0.457,0.646,0.355,,,
0.563,0.486,0.693,0.433,,,
0.584,0.491,0.758,0.409,,,
0.508,0.498,0.683,0.334,,,
0.559,0.496,0.811,0.307,,,
0.536,0.423,0.816,0.255,,,
0.419,0.38,0.76,0.078,,,
0.21,0.198,0.288,0.132,,,
0.269,0.275,0.47,0.069,,,
0.614,0.624,0.978,0.249,,,
0.448,0.371,0.642,0.254,,,
0.432,0.39,0.638,0.227,,,
0.384,0.414,0.623,0.145,,,
0.534,0.497,0.636,0.432,,,
0.453,0.485,0.638,0.267,,,
0.548,0.468,0.63,0.466,,,
0.591,0.585,0.891,0.291,,,
0.632,0.562,0.961,0.304,,,
0.472,0.44,0.666,0.278,,,
0.59,0.528,0.84,0.341,,,
0.471,0.494,0.645,0.298,,,
0.447,0.466,0.492,0.402,,,
0.528,0.561,0.678,0.378,,,
0.55,0.5,0.574,0.526,,,
0.623,0.599,0.666,0.581,,,
0.681,0.593,0.701,0.661,,,
0.622,0.663,0.721,0.523,,,
0.682,0.642,0.859,0.505,,,
0.62,0.586,0.815,0.426,,,
0.706,0.595,0.795,0.617,,,
0.64,0.53,0.695,0.586,,,
0.711,0.612,0.824,0.597,,,
0.79,0.654,0.941,0.64,,,
0.86,0.738,1.048,0.672,,,
0.834,0.759,1.184,0.483,,,
0.715,0.657,0.94,0.49,,,
0.645,0.64,0.872,0.418,,,
0.617,0.666,0.906,0.329,,,
0.615,0.606,0.881,0.348,,,
0.564,0.523,0.701,0.427,,,
0.642,0.556,0.903,0.382,,,
0.735,0.625,1.212,0.258,,,
0.437,0.367,0.623,0.251,,,
0.457,0.384,0.597,0.317,,,
0.429,0.386,0.509,0.349,,,
0.556,0.485,0.811,0.302,,,
0.602,0.562,0.83,0.374,,,
0.443,0.454,0.652,0.235,,,
0.548,0.551,0.761,0.335,,,
0.645,0.585,0.745,0.544,,,
0.651,0.561,0.75,0.552,,,
0.538,0.515,0.727,0.349,,,
0.576,0.514,0.886,0.266,,,
0.511,0.409,0.635,0.388,,,
0.495,0.472,0.799,0.19,,,
0.37,0.364,0.595,0.144,,,
0.465,0.364,0.599,0.331,,,
0.421,0.427,0.523,0.319,,,
0.61,0.648,0.998,0.223,,,
0.659,0.652,0.941,0.377,,,
0.629,0.639,0.94,0.319,,,
0.568,0.596,0.863,0.273,,,
0.645,0.625,0.808,0.482,,,
0.648,0.65,0.873,0.422,,,
0.732,0.633,0.883,0.581,,,
0.721,0.632,0.931,0.511,,,
0.464,0.344,0.459,0.469,,,
0.608,0.535,0.725,0.49,,,
0.527,0.587,0.659,0.394,,,
0.583,0.505,0.766,0.4,,,
0.575,0.507,0.722,0.428,,,
0.557,0.598,0.772,0.342,,,
0.659,0.575,0.757,0.561,,,
0.589,0.595,0.695,0.484,,,
0.635,0.613,0.767,0.504,,,
0.722,0.619,0.752,0.692,,,
0.65,0.585,0.843,0.458,,,
0.77,0.749,1.06,0.48,,,
0.608,0.591,0.802,0.413,,,
0.67,0.603,0.869,0.47,,,
0.491,0.41,0.651,0.33,,,
0.695,0.668,1.057,0.332,,,
0.736,0.728,1.028,0.444,,,
0.737,0.688,0.879,0.595,,,
0.617,0.686,0.837,0.398,,,
0.581,0.613,0.822,0.34,,,
0.734,0.746,0.998,0.47,,,
0.757,0.717,0.911,0.602,,,
0.742,0.711,0.987,0.498,,,
0.63,0.567,0.828,0.432,,,
0.685,0.724,1.026,0.344,,,
0.74,0.788,1.066,0.414,,,
0.782,0.772,1.064,0.5,,,
0.795,0.793,1.111,0.479,,,
0.701,0.75,0.995,0.407,,,
0.731,0.787,1.016,0.446,,,
0.76,0.811,1.073,0.446,,,
0.715,0.781,0.959,0.47,,,
0.799,0.826,1.066,0.532,,,
0.826,0.884,1.214,0.439,,,
1.015,0.919,1.272,0.759,,,
0.996,0.919,1.332,0.66,,,
1.042,1.104,1.404,0.679,,,
1.088,1.013,1.494,0.682,,,
1.224,1.2,1.743,0.704,,,
1.182,1.193,1.637,0.727,,,
1.03,1.026,1.406,0.653,,,
0.88,0.79,1.116,0.645,,,
0.777,0.819,1.151,0.403,,,
0.778,0.817,1.059,0.497,,,
0.949,0.863,1.137,0.76,,,
0.846,0.803,1.215,0.476,,,
0.819,0.675,1.022,0.616,,,
0.844,0.611,1.052,0.637,,,
0.779,0.69,1.031,0.528,,,
0.952,0.857,1.297,0.607,,,
1.067,0.972,1.399,0.736,,,
1.065,0.966,1.415,0.715,,,
0.846,0.838,1.174,0.518,,,
0.78,0.733,0.88,0.68,,,
0.658,0.726,0.897,0.418,,,
0.805,0.775,0.969,0.64,,,
0.811,0.827,1.051,0.571,,,
0.729,0.712,0.972,0.487,,,
0.809,0.7,0.986,0.633,,,
0.806,0.673,1.108,0.504,,,
0.815,0.727,1.237,0.393,,,
0.711,0.659,0.992,0.429,,,
0.796,0.637,1.144,0.448,,,
0.79,0.735,1.03,0.55,,,
0.822,0.735,0.958,0.686,,,
0.713,0.698,0.865,0.561,,,
0.738,0.674,0.877,0.598,,,
0.733,0.709,0.859,0.608,,,
0.735,0.684,0.859,0.61,,,
0.676,0.7,0.879,0.473,,,
0.869,0.781,1.138,0.601,,,
0.745,0.689,0.894,0.596,,,
0.824,0.768,1.021,0.628,,,
0.8,0.835,0.983,0.617,,,
0.844,0.78,0.996,0.692,,,
1.076,0.979,1.396,0.756,,,
0.939,0.879,1.18,0.697,,,
0.778,0.714,0.975,0.58,,,
0.809,0.787,1.121,0.497,,,
0.857,0.825,1.051,0.663,,,
0.858,0.834,1.149,0.568,,,
0.803,0.818,1.199,0.407,,,
0.956,0.846,1.269,0.642,,,
0.937,0.791,1.108,0.766,,,
1.037,0.959,1.297,0.777,,,
1.069,1.11,1.434,0.705,,,
1.113,1.103,1.596,0.631,,,
1.094,1.111,1.533,0.656,,,
1.063,0.899,1.338,0.787,,,
0.908,0.808,1.216,0.6,,,
0.825,0.774,1.11,0.54,,,
0.816,0.766,1.093,0.539,,,
0.801,0.837,1.104,0.498,,,
0.867,0.797,1.166,0.568,,,
0.811,0.711,1.168,0.454,,,
1.013,0.84,1.449,0.577,,,
0.693,0.629,1.102,0.283,,,
0.701,0.652,1.127,0.275,,,
0.565,0.583,0.864,0.265,,,
0.726,0.722,1.023,0.429,,,
0.76,0.703,1.15,0.37,,,
0.706,0.72,1.04,0.372,,,
0.713,0.787,1.111,0.315,,,
0.792,0.832,1.076,0.508,,,
0.799,0.81,1.017,0.582,,,
0.867,0.802,1.067,0.668,,,
0.907,0.801,1.214,0.601,,,
0.854,0.778,1.212,0.495,,,
0.854,0.778,1.212,0.495,,,
